,Make,Model,Variant,Ex-Showroom_Price,Displacement,Fuel_Type,Body_Type,City_Mileage,Highway_Mileage,Electric_Range,Launch Month,Emission_Norm,Airbags,Type,Gross_Vehicle_Weight,Electric_Range,Battery,Power,Torque
1103,Skoda,Rapid,1.6 Mpi Ambition,"Rs. 9,98,599",1598 cc,Petrol,Sedan,12 km/litre,15.41 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1680 kg,,,105PS@5250rpm,153Nm@3750-3800rpm
1104,Skoda,Rapid,1.5 Tdi Cr Active,"Rs. 10,06,139",1498 cc,Diesel,Sedan,14.5 km/litre,21.13 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1750 kg,,,110PS@4000rpm,250Nm@1500-2500rpm
1105,Skoda,Rapid,1.6 Mpi Active,"Rs. 8,81,916",1598 cc,Petrol,Sedan,12 km/litre,15.41 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1680 kg,,,105PS@5250rpm,153Nm@3750-3800rpm
1106,Skoda,Rapid,1.5 Tdi Cr Ambition,"Rs. 11,29,599",1498 cc,Diesel,Sedan,14.5 km/litre,21.13 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1750 kg,,,110PS@4000rpm,250Nm@1500-2500rpm
1107,Skoda,Rapid,1.5 Tdi Cr Ambition At,"Rs. 12,49,599",1498 cc,Diesel,Sedan,14.5 km/litre,21.72 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1770 kg,,,110PS@4000rpm,250Nm@1500-2500rpm
1108,Skoda,Rapid,1.6 Mpi Style At,"Rs. 12,43,599",1598 cc,Petrol,Sedan,12 km/litre,14.84 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1710 kg,,,105PS@5250rpm,153Nm@3750-3800rpm
1109,Skoda,Rapid,1.5 Tdi Cr Style At,"Rs. 13,99,599",1498 cc,Diesel,Sedan,18 km/litre,21.72 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1770 kg,,,110PS@4000rpm,250Nm@1500-2500rpm
1110,Skoda,Rapid,1.5 Tdi Cr Style,"Rs. 12,73,599",1498 cc,Diesel,Sedan,18 km/litre,21.13 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1750 kg,,,110PS@4000rpm,250Nm@1500-2500rpm
1111,Skoda,Rapid,1.6 Mpi Style,"Rs. 11,15,599",1598 cc,Petrol,Sedan,12 km/litre,15.41 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1680 kg,,,105PS@5250rpm,153Nm@3750-3800rpm
1112,Skoda,Rapid,1.6 Mpi Ambition At,"Rs. 9,99,599",1598 cc,Petrol,Sedan,12 km/litre,14.84 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1710 kg,,,105PS@5250rpm,153Nm@3750-3800rpm
1113,Skoda,Rapid,Onyx Mt Petrol,"Rs. 9,75,599",1598 cc,Petrol,Sedan,12 km/litre,15.41 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1680 kg,,,105PS@5250rpm,153Nm@3750-3800rpm
1114,Skoda,Rapid,Onyx At Petrol,"Rs. 10,99,599",1598 cc,Petrol,Sedan,12 km/litre,14.84 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1710 kg,,,105PS@5250rpm,153Nm@3750-3800rpm
1115,Skoda,Rapid,Onyx Mt Diesel,"Rs. 11,58,599",1498 cc,Diesel,Sedan,18 km/litre,21.13 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1750 kg,,,110PS@4000rpm,250Nm@1500-2500rpm
1116,Skoda,Rapid,Onyx At Diesel,"Rs. 12,73,599",1498 cc,Diesel,Sedan,18 km/litre,21.72 km/litre,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1770 kg,,,110PS@4000rpm,250Nm@1500-2500rpm
1117,Fiat,Abarth Punto,1.4 T-Jet,"Rs. 9,80,970",1368 cc,Petrol,Hatchback,17 km/litre,,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,145PS@5500rpm,212Nm@2000-4000rpm
1118,Hyundai,Creta,1.4 Crdi E Plus,"Rs. 9,99,990",1396 cc,Diesel,SUV,21.38 km/litre,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,90PS@4000rpm,220Nm@1500-2750rpm
1119,Hyundai,Creta,1.6 Vtvt E Plus,"Rs. 9,99,990",1591 cc,Petrol,SUV,15.29 km/litre,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,123PS@6400rpm,151Nm@4850rpm
1120,Hyundai,Creta,1.6 Vtvt Sx,"Rs. 12,32,534",1591 cc,Petrol,SUV,15.29 km/litre,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1758 kg,,,123PS@6400rpm,151Nm@4850rpm
1121,Hyundai,Creta,1.6 Vtvt Sx (O),"Rs. 13,94,437",1591 cc,Petrol,SUV,15.29 km/litre,,,July,BS IV,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Manual,1758 kg,,,123PS@6400rpm,151Nm@4850rpm
1122,Hyundai,Creta,1.6 Vtvt Sx At,"Rs. 13,77,363",1591 cc,Petrol,SUV,15.29 km/litre,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1758 kg,,,123PS@6400rpm,151Nm@4850rpm
1123,Hyundai,Creta,1.6 Vtvt Sx Dual Tone,"Rs. 12,87,041",1591 cc,Petrol,SUV,15.29 km/litre,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1758 kg,,,123PS@6400rpm,151Nm@4850rpm
1124,Hyundai,Creta,1.4 Crdi S,"Rs. 11,97,919",1396 cc,Diesel,SUV,21.38 km/litre,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,90PS@4000rpm,220Nm@1500-2750rpm
1125,Hyundai,Creta,1.6 Crdi Sx,"Rs. 13,66,797",1582 cc,Diesel,SUV,17.01 km/litre,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,128ps@4000rpm,260Nm@1900-2750rpm
1126,Hyundai,Creta,1.6 Crdi Sx (O),"Rs. 15,43,564",1582 cc,Diesel,SUV,17.01 km/litre,,,July,BS IV,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Manual,,,,128ps@4000rpm,260Nm@1900-2750rpm
1127,Hyundai,Creta,1.6 Crdi Sx At,"Rs. 15,27,395",1582 cc,Diesel,SUV,17.01 km/litre,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,128ps@4000rpm,260Nm@1900-2750rpm
1128,Hyundai,Creta,1.6 Crdi Sx Dual Tone,"Rs. 14,21,208",1582 cc,Diesel,SUV,17.01 km/litre,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,128ps@4000rpm,260Nm@1900-2750rpm
1129,Hyundai,Creta,1.6 Crdi S At,"Rs. 13,36,033",1582 cc,Diesel,SUV,17.01 km/litre,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,128ps@4000rpm,260Nm@1900-2750rpm
1130,Hyundai,Creta,1.6 Vtvt Sx (O) Executive,"Rs. 14,22,937",1591 cc,Petrol,SUV,15.29 km/litre,,,July,BS IV,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Manual,1758 kg,,,121bhp@6400rpm,151Nm@4850rpm
1131,Hyundai,Creta,1.6 Crdi Sx (O) Executive,"Rs. 15,72,064",1582 cc,Diesel,SUV,17.01 km/litre,,,July,BS IV,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Manual,,,,126bhp@4000RPM,260Nm@1900-2750rpm
1132,Hyundai,Creta,1.4 Crdi Ex,"Rs. 11,07,167",1396 cc,Diesel,SUV,21.38 km/litre,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,90PS@4000rpm,220Nm@1500-2750rpm
1133,Hyundai,Creta,1.6 Vtvt Ex,"Rs. 10,92,192",1591 cc,Petrol,SUV,15.29 km/litre,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,123PS@6400rpm,151Nm@4850rpm
1134,Hyundai,Creta,Sports Edition Petrol,"Rs. 12,79,983",1591 cc,Petrol,SUV,15.29 km/litre,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1758 kg,,,123PS@6400rpm,151Nm@4850rpm
1135,Hyundai,Creta,Sports Edition Diesel,"Rs. 14,14,247",1582 cc,Diesel,SUV,,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,128ps@4000rpm,260Nm@1900-2750rpm
1136,Tata,Harrier,Revotorq Xe,"Rs. 13,45,363",1956 cc,Diesel,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,140PS@3750rpm,350Nm@1750-2500rpm
1137,Tata,Harrier,Revotorq Xm,"Rs. 14,71,368",1956 cc,Diesel,SUV,,,,January,BS 6,"Front passenger frontal airbag, Driver frontal airbag",Manual,,,,140PS@3750rpm,350Nm@1750-2500rpm
1138,Tata,Harrier,Revotorq Xt,"Rs. 15,91,368",1956 cc,Diesel,Hatchback,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,140PS@3750rpm,350Nm@1750-2500rpm
1139,Tata,Harrier,Revotorq Xz,"Rs. 17,21,368",1956 cc,Diesel,Hatchback,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,140PS@3750rpm,350Nm@1750-2500rpm
1140,Tata,Harrier,Revotorq Xz Dual Tone,"Rs. 17,32,231",1956 cc,Diesel,Hatchback,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,140PS@3750rpm,350Nm@1750-2500rpm
1141,Tata,Harrier,Revotorq Dark Edition,"Rs. 17,30,755",1956 cc,Diesel,Hatchback,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,140PS@3750rpm,350Nm@1750-2500rpm
1142,Isuzu,Dmax V-Cross,Standard,"Rs. 16,54,783",2499 cc,Diesel,Pick-up,7.3 km/litre,10.3 km/litre,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,2200 kg,,,134PS@3600RPM,320NM@1800-2800RPM
1143,Isuzu,Dmax V-Cross,High Z,"Rs. 18,06,813",2499 cc,Diesel,Pick-up,7.3 km/litre,10.3 km/litre,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,2230 kg,,,134HP@3600RPM,320NM@1800-2800RPM
1144,Isuzu,Dmax V-Cross,Z Prestige,"Rs. 19,99,000",1898 cc,Diesel,Pick-up,7.3 km/litre,10.3 km/litre,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger head airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Automatic,,,,150PS@3600rpm,350Nm@1800-2800rpm
1145,Mitsubishi,Outlander,2.4L Outlander,"Rs. 26,93,000",2360 cc,Petrol,SUV,,,,Janaury,,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Rear passenger head airbags, Driver knee airbag, Rear passenger curtain airbags",Automatic,2110 kg,,,167PS@6000RPM,222Nm@4100RPM
1146,Mercedes-Benz,Mercedes-Benz Gla-Class,200 Sport,"Rs. 34,38,000",1991 cc,Petrol,SUV,10 km/litre,13.8 km/litre,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Drive side airbag",Automatic,1940 kg,,,183PS@5500rpm,300Nm@1200-1400rpm
1147,Mercedes-Benz,Mercedes-Benz Gla-Class,200 D Style,"Rs. 32,33,000",2143 cc,Diesel,SUV,13.4 km/litre,17.7 km/litre,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Drive side airbag",Automatic,2020 kg,,,136PS@4000rpm,300Nm@1600-3000rpm
1148,Mercedes-Benz,Mercedes-Benz Gla-Class,200 D Sport,"Rs. 35,64,000",2143 cc,Diesel,SUV,13.4 km/litre,17.7 km/litre,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Drive side airbag",Automatic,2020 kg,,,136PS@4000rpm,300Nm@1600-3000rpm
1149,Mercedes-Benz,Mercedes-Benz Gla-Class,45 Amg 4Matic,"Rs. 77,84,944",1991 cc,Petrol,SUV,10.2 km/litre,13.8 km/litre,,May,BS IV,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Automatic,2105 kg,,,360PS@6000rpm,450Nm@2250-5000rpm
1150,Mercedes-Benz,Mercedes-Benz Gla-Class,220 D 4Matic,"Rs. 38,64,000",2143 cc,Diesel,SUV,13.4 km/litre,17.7 km/litre,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Drive side airbag",Automatic,2020 kg,,,170PS@4000RPM,350Nm@1400-3400rpm
1151,Mercedes-Benz,Mercedes-Benz Gla-Class,45 Aero Edition,"Rs. 80,67,000",1991 cc,Petrol,SUV,10.2 km/litre,13.8 km/litre,,May,BS IV,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Automatic,2105 kg,,,375PS@6000rpm,475Nm@2250-5000rpm
1152,Honda,Accord Hybrid,2.0 At,"Rs. 43,21,237",1993 cc,Hybrid,Sedan,21 km/litre,23.1 km/litre,,October,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,1995 kg,,,145PS@6200rpm,175Nm@4000rpm
1153,Bmw,5-Series,520D Luxury Line,"Rs. 59,30,000",1995 cc,Diesel,Sedan,8.4 km/litre,11.5 km/litre,,June,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags",Automatic,2315 kg,,,190PS@4000rpm,400Nm@1750-2500rpm
1154,Bmw,5-Series,530D M Sport,"Rs. 66,80,000",2993 cc,Diesel,Sedan,13.1 km/litre,16.1 km/litre,,June,BS IV,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver head airbag, Front passenger head airbag",Automatic,2315 kg,,,258PS@4000rpm,560Nm@1500-3000rpm
1155,Bmw,5-Series,530I M Sport,"Rs. 59,80,000",1998 cc,Petrol,Sedan,15.01 km/litre,,,June,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Drive side airbag",Automatic,2315 kg,,,252PS@5200rpm,350Nm@1450-4800rpm
1156,Bmw,6-Series,630D Gt Luxury Line,"Rs. 68,90,000",2993 cc,Diesel,Sedan,,,,June,BS IV,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,265PS@4000RPM,620Nm@2000-2500RPM
1157,Bmw,6-Series,630D Gt M Sport,"Rs. 74,50,000",2993 cc,Diesel,Sedan,,,,June,BS IV,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,265PS@4000RPM,620Nm@2000-2500RPM
1158,Bmw,6-Series,630I Gt Luxury Line,"Rs. 64,40,000",4395 cc,Petrol,Coupe,4.45 km/litre,7.94 km/litre,,June,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",Automatic,,,,450PS@5500rpm,
1159,Bmw,6-Series,620D Gt Luxury Line,"Rs. 64,40,000",1995 cc,Diesel,Sedan,,,,June,BS IV,"Driver head airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,188PS@4000RPM,400NM@1750rpm
1160,Porsche,Macan,S,"Rs. 85,03,000",2995 cc,Petrol,SUV,,,,November,BS IV,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag",Automatic,2580 kg,,,349PS@5400RPM,480Nm@1360rpm
1161,Porsche,Macan,Base,"Rs. 69,98,000",1984 cc,Petrol,SUV,,,,November,BS 6,"Front passenger side airbag, Curtain airbags, Rear passenger side airbags, Driver head airbag, Front passenger head airbag, Driver frontal airbag, Front passenger frontal airbag",Automatic,2580 kg,,,248PS@5000RPM,370Nm@1600rpm
1162,Jaguar,F-Type,5.0 Convertible R,"Rs. 2,36,59,454",5000 cc,Petrol,Convertible,12.05 km/litre,,,December,,,Automatic,,,,495PS@6500RPM,625Nm@2500-5500rpm
1163,Jaguar,F-Type,5.0 Coupe R,"Rs. 2,21,55,390",5000 cc,Petrol,Coupe,7.81 km/litre,14.3 km/litre,,December,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1614 kg,,,550PS@6500RPM,680Nm@2500RPM
1164,Jaguar,F-Type,Svr Coupe,"Rs. 2,65,01,830",5000 cc,Petrol,Coupe,,,,December,BS IV,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,567PS@6500rpm,700Nm@3500rpm
1165,Jaguar,F-Type,Svr Convertible,"Rs. 2,80,04,965",5000 cc,Petrol,Convertible,,,,December,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag",Automatic,2150 kg,,,567PS@6500rpm,700Nm@3500rpm
1166,Jaguar,F-Type,2.0L Coupe,"Rs. 90,92,578",1997 cc,Petrol,Coupe,,,,December,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm
1167,Jaguar,F-Type,2.0L Convertible,"Rs. 1,01,44,987",1997 cc,Petrol,Convertible,,,,December,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm
1168,Jaguar,F-Type,2.0 Convertible R Dynamic,"Rs. 1,04,19,200",1997 cc,Petrol,Convertible,,,,December,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm
1169,Jaguar,F-Type,2.0 Coupe R Dynamic,"Rs. 93,66,433",1997 cc,Petrol,Coupe,,,,December,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,297 bhp @ 5500 rpm,400 Nm @ 1500 rpm
1170,Bmw,M5,Competition,"Rs. 1,54,90,000",4395 cc,Petrol,Sedan,,,,November,BS 6,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,2440 kg,,,625PS@6000rpm,750Nm@1800-5860rpm
1171,Lexus,Lx 570,V8,"Rs. 2,32,90,000",5700 cc,Diesel,SUV,18 km/litre,,,April,BS IV,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",Automatic,3350 kg,,,380PS@6000rpm,546Nm@1600-2600rpm
1172,Ferrari,458 Spider,V8,"Rs. 4,33,67,500",3902 cc,Petrol,"Coupe, Convertible",3.2 km/litre,5.5 km/litre,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,669PS@8000rpm,760NM@3000rpm
1173,Maruti Suzuki R,Wagon,Vxi,"Rs. 4,79,000",998 cc,Petrol,Hatchback,,,,December,BS 6,Driver frontal airbag,Manual,,,,68PS@5500rpm,90Nm@3500rpm
1174,Maruti Suzuki R,Wagon,Vxi Ags,"Rs. 5,26,000",998 cc,Petrol,Hatchback,,,,December,BS 6,Driver frontal airbag,Automatic,,,,68PS@5500rpm,90Nm@3500rpm
1175,Maruti Suzuki R,Wagon,1.2L Zxi,"Rs. 5,48,000",1197 cc,Petrol,Hatchback,,,,December,BS 6,"Front passenger frontal airbag, Driver frontal airbag",Manual,,,,83PS@6000rpm,1130Nm@4200rpm
1176,Maruti Suzuki R,Wagon,Lxi,"Rs. 4,34,000",998 cc,Petrol,Hatchback,,,,December,BS 6,Driver frontal airbag,Manual,,,,68PS@5500rpm,90Nm@3500rpm
1177,Maruti Suzuki R,Wagon,1.2L Vxi,"Rs. 5,13,501",1197 cc,Petrol,Hatchback,,,,December,BS 6,Driver frontal airbag,Manual,1340 kg,,,83PS@6000rpm,113Nm@4200RPM
1178,Maruti Suzuki R,Wagon,1.2L Vxi Ags,"Rs. 5,60,500",1197 cc,Petrol,Hatchback,,,,December,BS 6,Driver frontal airbag,Automatic,,,,83PS@6000rpm,113Nm@4200RPM
1179,Maruti Suzuki R,Wagon,1.2L Zxi Ags,"Rs. 5,94,800",1197 cc,Petrol,Hatchback,,,,December,BS 6,"Front passenger frontal airbag, Driver frontal airbag",Automatic,,,,83PS@6000rpm,113Nm@4200RPM
1180,Maruti Suzuki R,Wagon,Lxi (O),"Rs. 4,41,000",998 cc,Petrol,Hatchback,,,,December,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,68PS@5500rpm,90Nm@3500rpm
1181,Maruti Suzuki R,Wagon,Vxi (O),"Rs. 4,86,001",998 cc,Petrol,Hatchback,,,,December,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,68PS@5500rpm,90Nm@3500rpm
1182,Maruti Suzuki R,Wagon,1.2L Vxi (O),"Rs. 5,20,500",1197 cc,Petrol,Hatchback,,,,December,BS 6,"Front passenger frontal airbag, Driver frontal airbag",Manual,1340 kg,,,83PS@6000rpm,113Nm@4200RPM
1183,Maruti Suzuki R,Wagon,1.2L Vxi Ags (O),"Rs. 5,67,500",1197 cc,Petrol,Hatchback,,,,December,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,83PS@6000rpm,113Nm@4200RPM
1184,Maruti Suzuki R,Wagon,Vxi Ags (O),"Rs. 5,33,000",998 cc,Petrol,Hatchback,,,,December,BS 6,Front passenger frontal airbag,Automatic,,,,68PS@5500rpm,90Nm@3500rpm
1185,Maruti Suzuki R,Wagon,Lxi Cng,"Rs. 5,00,500",998 cc,CNG,Hatchback,,,,December,BS IV,Driver frontal airbag,Manual,,,,68PS@5500rpm,90Nm@3500rpm
1186,Maruti Suzuki R,Wagon,Lxi (O) Cng,"Rs. 5,07,500",998 cc,CNG,Hatchback,,,,December,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,68PS@5500rpm,90Nm@3500rpm
1187,Tata,Tiago Nrg,1.2L Revotron,"Rs. 5,94,993",1199 cc,Petrol,Crossover,,,,August,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,85PS@6000rpm,114NM@3500rpm
1188,Tata,Tiago Nrg,1.05L Revotorq,"Rs. 6,89,993",1047 cc,Diesel,Crossover,,,,August,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,70PS@4000rpm,140Nm@1800-3000rpm
1189,Tata,Tiago Nrg,1.2L Revotron Amt,"Rs. 6,39,993",1199 cc,Petrol,Crossover,,,,August,BS IV,"Driver frontal airbag, Front passenger frontal airbag",AMT,,,,85PS@6000rpm,114NM@3500rpm
1190,Mahindra,Nuvosport,N4,"Rs. 7,97,802",1493 cc,Diesel,SUV,13.8 km/litre,17.21 km/litre,,April,BS IV,,Manual,2220 kg,,,100PS@3750RPM,240Nm@1600-2800rpm
1191,Mahindra,Nuvosport,N6,"Rs. 9,05,642",1493 cc,Diesel,SUV,13.8 km/litre,17.21 km/litre,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,2220 kg,,,100PS@3750RPM,240Nm@1600-2800rpm
1192,Mahindra,Nuvosport,N8,"Rs. 9,84,818",1493 cc,Diesel,SUV,13.8 km/litre,17.21 km/litre,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,2220 kg,,,100PS@3750RPM,240Nm@1600-2800rpm
1193,Mahindra,Nuvosport,N4 +,"Rs. 8,32,415",1493 cc,Diesel,SUV,13.8 km/litre,17.21 km/litre,,April,BS IV,"Front passenger frontal airbag, Driver frontal airbag",Manual,2220 kg,,,100PS@3750RPM,240Nm@1600-2800rpm
1194,Mahindra,Nuvosport,N6 Amt,"Rs. 9,72,359",1493 cc,Diesel,SUV,12.8 km/litre,16.21 km/litre,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,2220 kg,,,100PS@3750RPM,240Nm@1600-2800rpm
1195,Mahindra,Nuvosport,N8 Amt,"Rs. 10,48,603",1493 cc,Diesel,SUV,12.8 km/litre,16.21 km/litre,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,2220 kg,,,100PS@3750RPM,240Nm@1600-2800rpm
1196,Nissan,Kicks,Xl Petrol,"Rs. 9,55,000",1498 cc,Petrol,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,106PS@5600rpm,142Nm@4000rpm
1197,Nissan,Kicks,Xv Petrol,"Rs. 10,95,000",1498 cc,Petrol,SUV,,,,January,BS 6,"Front passenger frontal airbag, Driver frontal airbag",Manual,,,,106PS@5600rpm,142Nm@4000rpm
