,Make,Model,Variant,Ex-Showroom_Price,Displacement,Fuel_Type,Body_Type,City_Mileage,Highway_Mileage,Electric_Range,Launch Month,Emission_Norm,Airbags,Type,Gross_Vehicle_Weight,Electric_Range,Battery,Power,Torque
1007,Tata,Nexon Ev,Xz Plus,"Rs. 14,99,000",,Electric,SUV,,,312 km/full charge,May,BS VI,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,312 km/full charge,"30.2 kWh* Advanced Li-ion polymer, liquid cooled battery pack with IP67 certification",129PS,245Nm
1008,Tata,Nexon Ev,Xz Plus Lux,"Rs. 15,99,000",,Electric,SUV,,,300 km/full charge,May,BS VI,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,300 km/full charge,"30.2 kWh* Advanced Li-ion polymer, liquid cooled battery pack with IP67 certification",129PS,245Nm
1009,Hyundai,Elantra,S,"Rs. 15,89,000",1999 cc,Petrol,Sedan,13.1 km/litre,14.6 km/litre,,August,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Manual,,,,152PS@6200rpm,196Nm@4000rpm
1010,Hyundai,Elantra,Sx,"Rs. 18,49,000",1999 cc,Petrol,Sedan,13.1 km/litre,14.6 km/litre,,August,BS 6,"Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag",Manual,,,,152PS@6200rpm,196Nm@4000rpm
1011,Hyundai,Elantra,Sx At,"Rs. 19,49,000",1999 cc,Petrol,Sedan,13.1 km/litre,14.6 km/litre,,August,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",AMT,,,,152PS@6200rpm,196Nm@4000rpm
1012,Hyundai,Elantra,Sx(O) At,"Rs. 20,39,000",1999 cc,Petrol,Sedan,13.1 km/litre,14.6 km/litre,,August,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",AMT,,,,152PS@6200rpm,196Nm@4000rpm
1013,Hyundai,Tucson,2Wd Mt Diesel,"Rs. 20,79,717",1995 cc,Diesel,SUV,"16,38 km/litre",18.42 km/litre,,August,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,185PS@4000rpm,400NM@1750rpm
1014,Hyundai,Tucson,2Wd Mt Petrol,"Rs. 18,76,656",1999 cc,Petrol,SUV,"13,3 km/litre",13.03 km/litre,,August,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,155PS@6200rpm,192NM@4000rpm
1015,Hyundai,Tucson,2Wd At Gl Diesel,"Rs. 23,64,354",1995 cc,Diesel,SUV,"16,38 km/litre",16.38 km/litre,,August,BS IV,"Curtain airbags, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,185PS@4000rpm,400NM@1750rpm
1016,Hyundai,Tucson,2Wd At Gl Petrol,"Rs. 21,87,384",1999 cc,Petrol,SUV,"13,3 km/litre",12.95 km/litre,,August,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag",Automatic,,,,155PS@6200rpm,192NM@4000rpm
1017,Hyundai,Tucson,4Wd At Gls Diesel,"Rs. 26,97,417",1995 cc,Diesel,SUV,16.38 km/litre,16.38 km/litre,,August,BS IV,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,185PS@4000rpm,400NM@1750rpm
1018,Hyundai,Tucson,2Wd At Gls Petrol,"Rs. 23,73,522",1999 cc,Petrol,SUV,13.3 km/litre,12.95 km/litre,,August,BS IV,"Front passenger side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag",Automatic,,,,155PS@6200rpm,192NM@4000rpm
1019,Hyundai,Tucson,2Wd At Gl(O) Petrol,"Rs. 22,46,749",1999 cc,Petrol,SUV,13.3 km/litre,12.95 km/litre,,August,BS IV,"Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Curtain airbags, Driver frontal airbag",Automatic,,,,155PS@6200rpm,192NM@4000rpm
1020,Hyundai,Tucson,2Wd At Gl(O) Diesel,"Rs. 24,23,720",1995 cc,Diesel,SUV,16.38 km/litre,16.38 km/litre,,August,BS IV,"Front passenger side airbag, Curtain airbags, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,185PS@4000rpm,400NM@1750rpm
1021,Volkswagen,Passat,2.0 Tdi Comfortline,"Rs. 30,21,500",1968 cc,Diesel,Sedan,,,,Janaury,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Front passenger curtain airbag",Automatic,,,,180PS@3600-4000rpm,350Nm@1750-2500rpm
1022,Volkswagen,Passat,2.0 Tdi Highline,"Rs. 33,21,500",1968 cc,Diesel,Sedan,,,,Janaury,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags",Automatic,,,,180PS@3600-4000rpm,350Nm@1750-2500rpm
1023,Volkswagen,Passat,2.0 Tdi Comfortline Connect,"Rs. 25,99,000",1968 cc,Diesel,Sedan,,,,Janaury,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Front passenger curtain airbag",Automatic,,,,180PS@3600-4000rpm,350Nm@1750-2500rpm
1024,Volkswagen,Passat,2.0 Tdi Highline Connect,"Rs. 28,99,000",1968 cc,Diesel,Sedan,,,,Janaury,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags",Automatic,,,,180PS@3600-4000rpm,350Nm@1750-2500rpm
1025,Mercedes-Benz,Mercedes-Benz A-Class,180,"Rs. 27,85,288",1595 cc,Petrol,Hatchback,12.03 km/litre,15.5 km/litre,,December,BS IV,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,1920 kg,,,122PS@5000rpm,200Nm@1250-4000rpm
1026,Mercedes-Benz ,Mercedes-Benz A-Class,200D,"Rs. 28,86,871",2143 cc,Diesel,Hatchback,12.03 km/litre,15.5 km/litre,,December,BS IV,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Driver frontal airbag, Rear passenger curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Automatic,2000 kg,,,136PS@4400RPM,300Nm@1600-3000rpm
1027,Volvo,V40 Cross Country,D3,"Rs. 32,83,000",1984 cc,Diesel,Hatchback,13.05 km/litre,16.8 km/litre,,December,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Automatic,2040 kg,,,150PS@3500rpm,350Nm@1500-2750rpm
1028,Volvo,V40 Cross Country,T4,"Rs. 29,62,000",1596 cc,Petrol,Hatchback,12 km/litre,16 km/litre,,December,BS IV,"Front passenger frontal airbag, Rear passenger side airbags, Driver knee airbag, Curtain airbags, Driver frontal airbag",Automatic,1461kg kg,,,180PS@5700rpm,240Nm@1600-500rpm
1029,Mini,Countryman,Cooper S,"Rs. 34,90,000",1998 cc,Petrol,Hatchback,,,,May,BS IV,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,,,,192PS@5500rpm,280Nm@1350rpm
1030,Mini,Countryman,Cooper Sd,"Rs. 37,40,000",1998 cc,Diesel,Hatchback,,,,May,BS IV,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Driver frontal airbag",Automatic,,,,190PS@5500rpm,400NM@1750rpm
1031,Mini,Countryman,Cooper S Jcw Inspired,"Rs. 41,40,000",1998 cc,Petrol,Hatchback,,,,May,BS IV,"Front passenger side airbag, Drive side airbag, Rear passenger side airbags, Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,192PS@5500rpm,280Nm@1350rpm
1032,Mini,Countryman,Black Edition,"Rs. 42,40,000",1998 cc,Petrol,Hatchback,,,,May,BS IV,"Rear passenger side airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,192PS@5500rpm,280Nm@1350rpm
1033,Mercedes-Benz,Mercedes-Benz C-Class,C 220D Prime,"Rs. 40,20,000",1950 cc,Diesel,Sedan,,,,May,BS 6,"Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Drive side airbag",Automatic,,,,192bhp@3800rpm,400Nm@1600rpm
1034,Mercedes-Benz,Mercedes-Benz C-Class,C 220D Progressive,"Rs. 46,70,000",1950 cc,Diesel,Sedan,,,,May,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Driver knee airbag, Drive side airbag",Automatic,,,,192bhp@3800rpm,400Nm@1600rpm
1035,Mercedes-Benz,Mercedes-Benz C-Class,C 300D Amg Line,"Rs. 49,74,750",1950 cc,Diesel,Sedan,,,,May,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Driver knee airbag, Drive side airbag",Automatic,,,,241bhp@4200rpm,500Nm@1600rpm
1036,Mercedes-Benz,Mercedes-Benz C-Class,C 43 Amg,"Rs. 75,00,000",3982 cc,Petrol,Coupe,,,,May,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags, Drive side airbag",Automatic,,,,503bhp@5500rpm,700Nm@1750RPM
1037,Mercedes-Benz,Mercedes-Benz C-Class,C 200 Prime,"Rs. 40,90,000",1497 cc,Petrol,Sedan,,,,May,BS 6,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Driver knee airbag",Automatic,2165 kg,,,181bhp@5800rpm,280Nm@1600rpm
1038,Mercedes-Benz,Mercedes-Benz C-Class,C 200 Progressive,"Rs. 46,54,000",1497 cc,Petrol,Sedan,,,,May,BS 6,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Driver knee airbag",Automatic,,,,181bhp @5800rpm,280Nm@1600rpm
1039,Toyota,Prius,Z8,"Rs. 45,09,000",1798 cc,Hybrid,Sedan,15.1 km/litre,18.7 km/litre,,October,BS IV,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag, Curtain airbags, Driver frontal airbag",Automatic,1790 kg,,,98PS@5200rpm,142Nm@3600rpm
1040,Lexus,Es,300H,"Rs. 56,95,000",2487 cc,Hybrid,Sedan,17.8 km/litre,,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Curtain airbags",Automatic,,,,176Bhp@5700rpm,221Nm@3600-5200rpm
1041,Lexus,Nx 300H,F-Sport,"Rs. 60,60,000",2494 cc,Petrol,SUV,,,,March,BS IV,"Driver curtain airbag, Rear passenger curtain airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Front passenger curtain airbag",Automatic,2395 kg,,,194PS@5700rpm,210Nm@4200-4400rpm
1042,Lexus,Nx 300H,Luxury,"Rs. 59,90,000",2494 cc,Petrol,SUV,,,,March,BS IV,"Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Automatic,2395 kg,,,194PS@5700rpm,210Nm@4200-4400rpm
1043,Jaguar,F-Pace,Prestige,"Rs. 64,63,780",1999 cc,Diesel,SUV,21.27 km/litre,,,June ,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger curtain airbag, Rear passenger curtain airbags",Automatic,2460 kg,,,180ps@5500rpm,430Nm@1750-2000rpm
1044,Jaguar,F-Pace,Prestige Petrol,"Rs. 64,22,809",1997 cc,Petrol,SUV,,,,June ,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger curtain airbag, Front passenger frontal airbag, Rear passenger curtain airbags",Automatic,2460 kg,,,247bhp@5500rpm,369Nm@1300-4000rpm
1045,Volvo,V90 Cross Country,D5 Inscription,"Rs. 65,31,000",1969 cc,Diesel,SUV,13.2 km/litre,,,July,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,235PS@4250RPM,480Nm@1740RPM
1046,Audi,A5 Cabriolet,2.0 Tdi,"Rs. 69,48,200",1968 cc,Diesel,Convertible,,,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger head airbag",Automatic,2310 kg,,,190ps @ 3800-4200rpm,400Nm @1750-3000rpm
1047,Mercedes-Benz,Mercedes-Benz Gle,300D 4Matic,"Rs. 73,70,000",1950 cc,Diesel,SUV,,,,January,BS 6,"Front passenger head airbag, Drive side airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,2910 kg,,,245PS@4200rpm,500Nm@1600rpm
1048,Mercedes-Benz,Mercedes-Benz Gle,400D 4Matic Hip Hop Edition,"Rs. 1,25,00,000",2925 cc,Diesel,SUV,,,,January,BS 6,"Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Front passenger head airbag, Drive side airbag",Automatic,2910 kg,,,330PS@3600-4200rpm,700Nm@1200-3200rpm
1049,Mercedes-Benz,Mercedes-Benz Cls,300D,"Rs. 84,70,000",1950 cc,Diesel,Sedan,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags",Automatic,2445 kg,,,245Bhp@4200RPM,500Nm@1600-2400RPM
1050,Bmw,X7,Xdrive 40I,"Rs. 1,04,90,000",2998 cc,Petrol,SUV,,,,July,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Front passenger knee airbag, Rear passenger head airbags",Automatic,,,,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm
1051,Bmw,X7,Xdrive30D Dpe Signature,"Rs. 1,02,50,000",2993 cc,Diesel,SUV,,,,July,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger knee airbag, Rear passenger head airbags",Automatic,,,,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm
1052,Bmw,M4,Coupe,"Rs. 1,35,90,000",2979 cc,Petrol,Coupe,7.32 km/litre,10.75 km/litre,,July,BS IV,"Driver head airbag, Driver frontal airbag, Front passenger head airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger knee airbag, Driver knee airbag, Rear passenger head airbags",Automatic,2040 kg,,,431PS@7300RPM,550Nm@1850-5500rpm
1053,Porsche,911,Carrera S,"Rs. 1,74,20,000",2981 cc,Petrol,Coupe,7.9 km/litre,10.7 km/litre,,April,BS 6,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags",Automatic,1985 kg,,,450hp@6500rpm,530Nm@5000rpm
1054,Porsche,911,Carrera S Cabriolet,"Rs. 1,88,44,000",2981 cc,Petrol,Convertible,11.6 km/litre,7.6 km/litre,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags, Driver head airbag",Automatic,2040 kg,,,450hp@6500rpm,530Nm@5000rpm
1055,Nissan,Gtr,3.8 V6,"Rs. 2,12,40,272",3799 cc,Petrol,Coupe,9 km/litre,,,February,BS IV,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,570PS@6800rpm,637Nm@3200rpm
1056,Aston Martin,Vantage,Coupe,"Rs. 2,95,00,000",3982 cc,Petrol,Coupe,5 km/litre,8 km/litre,,January,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,505bhp@6000rpm,685Nm@2000-5000rpm
1057,Aston Martin,Rapide,Luxe,"Rs. 3,88,45,823",5935 cc,Petrol,Sedan,9.1 km/litre,12.9 km/litre,,January,BS IV,"Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag",Automatic,2081 kg,,,560PS@6650rpm,630Nm@5500rpm
1058,Ferrari,812 Superfast,Superfast,"Rs. 5,20,00,000",6496 cc,Petrol,Coupe,,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,,,,789 bhp @ 8500 rpm,718 Nm @ 7000 rpm
1059,Maruti Suzuki,Alto 800 Tour,H1,"Rs. 3,54,235",796 cc,Petrol,Hatchback,18 km/litre,23 km/litre,,May,BS IV,,Manual,1185 kg,,,48PS@6000rpm,69Nm@3500rpm
1060,Maruti Suzuki,Alto 800 Tour,H1 (O),"Rs. 3,56,559",796 cc,Petrol,Hatchback,18 km/litre,23 km/litre,,May,BS IV,Driver frontal airbag,Manual,1185 kg,,,48PS@6000rpm,69Nm@3500rpm
1061,Hyundai,Grand I10 Nios,Magna 1.2 Crdi,"Rs. 6,75,090",1186 cc,Diesel,Hatchback,20.7 km/litre,,,August,BS 6,"Front passenger frontal airbag, Driver frontal airbag",Manual,,,,75PS@4000rpm,190NM@1750-2250RPM
1062,Hyundai,Grand I10 Nios,Era 1.2 Vtvt,"Rs. 5,04,990",1197 cc,Petrol,Hatchback,,,,August,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,83PS@6000rpm,114Nm@4000rpm
1063,Hyundai,Grand I10 Nios,Magna 1.2 Vtvt,"Rs. 5,89,610",1197 cc,Petrol,Hatchback,,,,August,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,83PS@6000rpm,114Nm@4000rpm
1064,Hyundai,Grand I10 Nios,Magna Amt 1.2 Vtvt,"Rs. 6,42,610",1197 cc,Petrol,Hatchback,,,,August,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,83PS@6000rpm,114Nm@4000rpm
1065,Hyundai,Grand I10 Nios,Sportz 1.2 Vtvt,"Rs. 6,43,350",1197 cc,Petrol,Hatchback,,,,August,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,83PS@6000rpm,114Nm@4000rpm
1066,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,"Rs. 7,03,350",1197 cc,Petrol,Hatchback,,,,August,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,83PS@6000rpm,114Nm@4000rpm
1067,Hyundai,Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt,"Rs. 6,73,350",1197 cc,Petrol,Hatchback,,,,August,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,83PS@6000rpm,114Nm@4000rpm
1068,Hyundai,Grand I10 Nios,Asta 1.2 Vtvt,"Rs. 7,18,950",1197 cc,Petrol,Hatchback,,,,August,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,83PS@6000rpm,114Nm@4000rpm
1069,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,"Rs. 7,90,350",1186 cc,Diesel,Hatchback,,,,August,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,75PS@4000rpm,190NM@1750-2250RPM
1070,Hyundai,Grand I10 Nios,Asta 1.2 Crdi,"Rs. 8,04,450",1186 cc,Diesel,Hatchback,,,,August,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,75PS@4000rpm,190NM@1750-2250RPM
1071,Hyundai,Xcent,S 1.2,"Rs. 6,43,769",1197 cc,Petrol,Sedan,15.7 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,83PS@6000rpm,114Nm@6000rpm
1072,Hyundai,Xcent,S At 1.2,"Rs. 7,33,734",1197 cc,Petrol,Sedan,15.7 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,82PS@6000rpm,114Nm@6000rpm
1073,Hyundai,Xcent,Sx 1.2,"Rs. 7,05,546",1197 cc,Petrol,Sedan,15.7 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1530 kg,,,82PS@6000rpm,114Nm@6000rpm
1074,Hyundai,Xcent,Sx 1.2 (O),"Rs. 7,82,346",1197 cc,Petrol,Sedan,15.7 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1530 kg,,,82PS@6000rpm,114Nm@6000rpm
1075,Hyundai,Xcent,S 1.2 Crdi,"Rs. 7,42,033",1120 cc,Diesel,Sedan,19 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1530 kg,,,72PS@4000rpm,180Nm@1750rpm
1076,Hyundai,Xcent,E,"Rs. 5,81,078",1197 cc,Petrol,Sedan,15.7 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1530 kg,,,83PS@6000rpm,114Nm@6000rpm
1077,Hyundai,Xcent,Sx 1.2 Crdi,"Rs. 7,98,558",1120 cc,Diesel,Sedan,19 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1530 kg,,,75PS@4000rpm,190NM@1750-2250RPM
1078,Hyundai,Xcent,Sx 1.2 Crdi (O),"Rs. 8,75,358",1120 cc,Diesel,Sedan,19 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1530 kg,,,72PS@4000rpm,190NM@1750-2250RPM
1079,Hyundai,Xcent,E Crdi,"Rs. 6,73,261",1197 cc,Diesel,Sedan,19 km/litre,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1530 kg,,,75PS@4000rpm,190NM@1750-2250RPM
1080,Nissan,Micra,Xl (O) Cvt,"Rs. 6,62,880",1198 cc,Petrol,Hatchback,,,,January,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,77PS@6000rpm,104Nm@4000rpm
1081,Nissan,Micra,Xv Cvt,"Rs. 7,81,686",1198 cc,Petrol,Hatchback,,,,January,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,77PS@6000rpm,104Nm@4400rpm
1082,Nissan,Micra,Xld (O),"Rs. 7,43,504",1461 cc,Diesel,Hatchback,,,,January,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,64PS@4000rpm,160Nm@2000rpm
1083,Nissan,Micra,Xvd,"Rs. 8,12,964",1461 cc,Diesel,Hatchback,19.5 km/litre,19.5 km/litre,,January,BS IV,"Driver frontal airbag, Front passenger side airbag",Manual,1425 kg,,,64PS@4000rpm,160Nm@2000rpm
1084,Mahindra,Bolero,Zlx,"Rs. 9,42,263",2523 cc,Diesel,SUV,9.4 km/litre,13.6 km/litre,,July,BS IV,,Manual,1965 kg,,,63PS@3200rpm,195Nm@1400-2200rpm
1085,Mahindra,Bolero,Slx,"Rs. 9,17,055",2523 cc,Diesel,SUV,12.3 km/litre,15.5 km/litre,,July,BS IV,,Manual,,,,63PS@3200rpm,195Nm@1400-2200rpm
1086,Mahindra,Bolero,Sle,"Rs. 8,60,720",2523 cc,Diesel,SUV,12.3 km/litre,15.5 km/litre,,July,BS IV,,Manual,,,,63PS@3200rpm,195Nm@1400-2200rpm
1087,Mahindra,Bolero,Ex,"Rs. 8,15,883",2523 cc,Diesel,SUV,9.4 km/litre,13.6 km/litre,,July,BS IV,,Manual,,,,63PS@3200rpm,195Nm@1400-2200rpm
1088,Mahindra,Bolero,Ex Non Ac,"Rs. 7,73,678",2523 cc,Diesel,SUV,9.4 km/litre,13.6 km/litre,,July,BS IV,,Manual,,,,63PS@3200rpm,195Nm@1400-2200rpm
1089,Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,"Rs. 11,02,689",1248 cc,Diesel,Sedan,28.09 km/litre,,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1590 kg,,,89Bhp@4000RPM,200Nm@1750rpm
1090,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,"Rs. 9,19,689",1248 cc,Diesel,Sedan,28.09 km/litre,,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1590 kg,,,89Bhp@4000RPM,200Nm@1750rpm
1091,Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,"Rs. 9,80,689",1248 cc,Diesel,Sedan,28.09 km/litre,,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1590 kg,,,89Bhp@4000RPM,200Nm@1750rpm
1092,Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,"Rs. 10,62,689",1248 cc,Diesel,Sedan,28.09 km/litre,,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1590 kg,,,89Bhp@4000RPM,200Nm@1750rpm
1093,Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,"Rs. 8,19,689",1462 cc,Petrol,Sedan,,,,September,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1520 kg,,,103Bhp@6000rpm,138Nm@4400rpm
1094,Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,"Rs. 8,81,689",1462 cc,Petrol,Sedan,,,,September,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1520 kg,,,103Bhp@6000rpm,138Nm@4400rpm
1095,Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,"Rs. 9,58,689",1462 cc,Petrol,Sedan,21.56 km/litre,,,September,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1520 kg,,,103Bhp@6000rpm,138Nm@4400rpm
1096,Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,"Rs. 9,97,689",1462 cc,Petrol,Sedan,,,,September,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1520 kg,,,103Bhp@6000rpm,138Nm@4400rpm
1097,Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,"Rs. 9,80,689",1462 cc,Petrol,Sedan,,,,September,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1520 kg,,,103Bhp@6000rpm,138Nm@4400rpm
1098,Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,"Rs. 10,58,688",1462 cc,Petrol,Sedan,,,,September,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1520 kg,,,103Bhp@6000rpm,138Nm@4400rpm
1099,Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,"Rs. 10,98,689",1462 cc,Petrol,Sedan,,,,September,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1520 kg,,,103Bhp@6000rpm,138Nm@4400rpm
1100,Maruti Suzuki,Ciaz,1.5L Alpha,"Rs. 11,38,189",1498 cc,Diesel,Sedan,26.82 km/litre,,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1590 kg,,,94Bhp@4000RPM,225Nm@1500-2250rpm
1101,Maruti Suzuki,Ciaz,1.5L Delta,"Rs. 9,97,689",1498 cc,Diesel,Sedan,26032 km/litre,,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1590 kg,,,94Bhp@4000RPM,225Nm@1500-2250rpm
1102,Maruti Suzuki,Ciaz,1.5L Zeta,"Rs. 11,09,189",1498 cc,Diesel,Sedan,26.32 km/litre,,,September,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1590 kg,,,94Bhp@4000RPM,225Nm@1500-2250rpm
